codigo_mes;ano;mes;codigo_de_ca;comunidad_autonoma;codigo_provincia;provincia;codigo_municipio;municipio;paro_hombre_edad_25;paro_hombre_edad_25_45;paro_hombre_edad_45;paro_mujer_edad_25;paro_mujer_edad_25_45;paro_mujer_edad_45;paro_agricultura;paro_industria;paro_construccion;paro_servicios;paro_sin_empleo_anterior;total_paro
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12063;Fuente,la,Reina;0;1;3;0;0;0;0;0;1;3;0;4
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12006;Alcudia,de,Veo;2;7;9;2;8;5;2;4;3;24;0;33
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12064;Fuentes,de,Ayódar;1;1;1;1;0;2;0;0;1;5;0;6
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12007;Alfondeguilla;6;20;25;1;25;8;9;12;26;37;1;85
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12065;Gaibiel;2;5;1;0;2;3;0;1;1;11;0;13
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12014;Ares,del,Maestrat;0;6;2;1;4;1;1;2;3;8;0;14
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12071;Jérica;2;44;35;2;39;30;7;17;27;97;4;152
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12016;Artana;17;19;34;9;48;16;26;9;14;84;10;143
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12076;Matet;0;3;9;0;0;5;0;3;1;13;0;17
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12017;Ayódar;0;5;5;0;6;3;1;3;5;9;1;19
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12082;Nules;39;150;178;39;221;144;42;90;67;535;37;771
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12020;Barracas;1;6;3;0;7;1;1;2;2;12;1;18
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12083;Olocau,del,Rey;1;1;0;0;3;0;1;0;1;3;0;5
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12022;Bejís;5;5;5;3;3;4;1;3;8;11;2;25
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12084;Onda;152;547;557;148;793;572;86;711;241;1532;199;2769
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12028;Benicasim/Benicàssim;27;273;286;12;280;255;26;153;128;782;44;1133
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12091;Portell,de,Morella;0;3;2;0;0;4;0;3;1;5;0;9
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12033;Cabanes;8;62;62;12;77;34;16;51;43;120;25;255
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12099;Sant,Jordi/San,Jorge;5;14;15;1;20;5;5;3;5;43;4;60
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12038;Castellfort;2;1;0;0;2;0;0;1;0;3;1;5
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12102;Santa,Magdalena,de,Pulpis;1;13;11;1;20;6;7;4;8;27;6;52
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12041;Castillo,de,Villamalefa;1;0;0;0;1;0;0;0;0;2;0;2
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12106;Soneja;6;21;32;3;33;29;11;20;13;74;6;124
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12044;Cervera,del,Maestre;0;9;8;2;7;7;2;3;10;17;1;33
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12110;Teresa;2;7;2;1;2;2;3;0;4;9;0;16
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12048;Cortes,de,Arenoso;1;6;1;0;7;3;2;4;1;11;0;18
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12113;Toga;0;1;1;0;2;3;0;1;0;5;1;7
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12056;Chóvar;9;3;5;2;9;6;1;3;3;26;1;34
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12114;Torás;1;3;7;0;3;2;0;1;1;13;1;16
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12060;Figueroles;5;6;10;3;19;19;2;20;1;33;6;62
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12121;Traiguera;2;30;29;0;22;18;10;24;28;36;3;101
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12064;Fuentes,de,Ayódar;3;3;3;0;1;0;1;2;3;4;0;10
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12122;Useras/Useres,,les;6;16;26;6;24;21;13;20;7;51;8;99
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12065;Gaibiel;1;4;2;0;4;1;0;1;1;10;0;12
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12125;Vall,de,Almonacid;0;7;9;0;5;0;1;1;1;18;0;21
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12068;Herbés;0;0;0;0;0;0;0;0;0;0;0;0
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12126;Vall,d'Uixó,,la;221;711;796;167;821;672;173;436;525;2011;243;3388
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12070;Jana,,la;5;24;14;3;5;2;9;5;10;26;3;53
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12134;Vilar,de,Canes;0;0;2;0;1;2;0;0;1;3;1;5
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12072;Lucena,del,Cid;4;30;32;4;30;16;0;49;20;40;7;116
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12135;Vila-real;238;1044;1085;213;1419;1113;173;949;501;2893;596;5112
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12074;Llosa,,la;5;28;13;7;21;10;16;5;11;52;0;84
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12139;Vistabella,del,Maestrazgo;0;6;5;0;6;5;6;2;3;11;0;22
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12078;Montán;2;6;8;1;4;6;5;2;7;12;1;27
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12140;Viver;1;32;43;5;36;28;7;9;42;86;1;145
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12080;Morella;6;33;31;1;35;21;1;12;23;89;2;127
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12142;Zucaina;0;0;0;0;2;1;0;0;0;3;0;3
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12083;Olocau,del,Rey;0;1;1;0;0;1;0;0;3;0;0;3
201412;2014;Diciembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12901;Alquerías,del,Niño,Perdido;7;46;38;5;71;39;4;29;15;147;11;206
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12084;Onda;226;725;584;157;977;582;110;847;355;1720;219;3251
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12002;Aín;0;2;2;0;2;0;1;1;0;4;0;6
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12085;Oropesa,del,Mar/Orpesa;36;296;257;16;187;158;42;49;235;563;61;950
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12003;Albocàsser;3;19;23;5;18;14;5;7;17;42;11;82
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12087;Palanques;0;0;0;0;1;0;0;0;0;1;0;1
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12004;Alcalà,de,Xivert;19;159;154;21;157;119;51;32;62;453;31;629
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12089;Peníscola/Peñíscola;7;92;104;13;82;82;26;21;55;255;23;380
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12007;Alfondeguilla;2;11;21;2;13;7;7;11;10;26;2;56
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12093;Pobla,de,Benifassà,,la;0;4;3;0;3;3;1;2;4;6;0;13
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12009;Almazora/Almassora;128;667;573;102;836;458;82;406;394;1660;222;2764
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12102;Santa,Magdalena,de,Pulpis;3;20;13;0;24;10;12;13;11;30;4;70
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12014;Ares,del,Maestrat;0;1;2;0;4;0;1;0;0;6;0;7
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12109;Tales;2;26;28;4;41;16;2;37;14;63;1;117
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12015;Argelita;1;4;5;0;0;1;2;2;3;3;1;11
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12111;Tírig;0;5;6;0;2;3;0;2;4;10;0;16
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12017;Ayódar;1;2;4;0;2;2;0;1;2;7;1;11
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12113;Toga;2;1;3;1;2;3;1;2;1;7;1;12
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12020;Barracas;1;4;1;0;3;0;0;0;0;9;0;9
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12118;Torrechiva;3;6;2;0;0;3;1;0;0;12;1;14
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12021;Betxí;17;71;70;11;79;57;24;59;22;187;13;305
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12122;Useras/Useres,,les;8;22;28;4;26;23;17;27;12;47;8;111
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12022;Bejís;1;6;3;0;6;3;0;2;7;9;1;19
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12125;Vall,de,Almonacid;1;10;9;0;3;2;2;2;3;16;2;25
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12025;Benafigos;0;0;3;0;2;2;4;0;0;3;0;7
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12126;Vall,d'Uixó,,la;290;1069;915;236;1053;707;303;545;719;2494;209;4270
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12028;Benicasim/Benicàssim;33;268;299;26;321;307;20;133;109;938;54;1254
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12128;Vilafamés;10;28;44;1;37;26;15;34;17;77;3;146
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12029;Benlloch;1;25;21;2;22;19;13;12;7;49;9;90
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12131;Villamalur;0;1;1;0;2;0;0;0;0;4;0;4
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12032;Borriana/Burriana;136;696;750;133;1030;639;209;415;330;2067;363;3384
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12132;Vilanova,d'Alcolea;1;17;7;1;11;6;3;8;6;24;2;43
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12037;Castell,de,Cabres;0;0;0;0;0;0;0;0;0;0;0;0
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12133;Villanueva,de,Viver;0;2;1;0;1;2;1;1;1;3;0;6
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12045;Cinctorres;0;1;3;0;4;5;0;2;1;10;0;13
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12139;Vistabella,del,Maestrazgo;0;9;7;0;8;4;10;3;2;11;2;28
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12046;Cirat;0;5;6;0;0;1;0;0;5;7;0;12
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12140;Viver;2;37;40;8;38;28;9;15;44;82;3;153
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12051;Culla;1;4;4;1;5;5;1;0;2;14;3;20
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12901;Alquerías,del,Niño,Perdido;19;89;47;17;120;47;29;39;32;225;14;339
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12052;Chert/Xert;1;5;6;1;9;13;4;11;4;15;1;35
201307;2013;Julio;10;Comunitat,Valenciana;12;Castellón/Castelló;12902;Sant,Joan,de,Moró;17;89;71;13;128;64;18;98;38;197;31;382
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12053;Chilches/Xilxes;9;55;41;5;32;33;13;15;20;123;4;175
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12001;Atzeneta,del,Maestrat;3;26;29;1;17;16;13;19;18;37;5;92
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12057;Eslida;8;15;11;2;11;8;8;5;7;33;2;55
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12002;Aín;0;1;2;0;2;0;1;0;0;4;0;5
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12064;Fuentes,de,Ayódar;0;0;0;1;0;2;0;0;0;3;0;3
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12003;Albocàsser;5;21;22;7;16;9;6;9;19;34;12;80
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12071;Jérica;5;36;32;2;36;29;11;16;26;84;3;140
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12005;Alcora,,l';58;215;204;45;365;236;81;391;89;498;64;1123
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12073;Ludiente;0;3;1;1;4;1;2;0;1;7;0;10
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12006;Alcudia,de,Veo;2;7;9;2;7;5;2;3;4;23;0;32
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12076;Matet;0;2;9;0;0;5;0;3;0;13;0;16
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12007;Alfondeguilla;6;18;26;1;25;10;9;13;26;37;1;86
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12080;Morella;2;14;29;1;23;12;2;8;10;60;1;81
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12008;Algimia,de,Almonacid;0;2;5;1;4;5;0;1;3;13;0;17
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12085;Oropesa,del,Mar/Orpesa;49;292;303;43;312;219;46;37;171;900;64;1218
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12012;Altura;31;121;90;24;120;60;41;69;80;230;26;446
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12087;Palanques;0;0;0;0;0;0;0;0;0;0;0;0
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12016;Artana;20;19;33;10;46;16;26;11;14;82;11;144
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12095;Ribesalbes;3;25;33;7;32;37;1;44;10;71;11;137
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12018;Azuébar;2;8;13;0;3;6;5;10;2;15;0;32
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12097;Sacañet;0;0;1;0;0;0;0;0;0;1;0;1
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12024;Benafer;4;7;5;0;8;5;5;2;3;17;2;29
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12098;Salzadella,,la;0;6;19;4;9;16;6;12;7;25;4;54
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12026;Benasal;2;12;13;3;11;14;3;19;10;19;4;55
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12100;Sant,Mateu;4;52;34;5;55;27;31;47;16;74;9;177
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12027;Benicarló;96;662;637;89;613;483;179;415;355;1486;145;2580
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12102;Santa,Magdalena,de,Pulpis;0;14;9;2;22;7;7;4;7;29;7;54
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12029;Benlloch;6;29;28;2;19;10;14;13;13;43;11;94
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12104;Segorbe;30;153;159;35;240;177;46;106;61;539;42;794
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12032;Borriana/Burriana;210;1047;779;181;1187;631;215;527;521;2429;343;4035
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12109;Tales;7;12;28;3;30;15;0;27;6;57;5;95
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12033;Cabanes;6;62;62;11;77;35;16;56;42;116;23;253
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12110;Teresa;1;2;3;1;3;1;0;1;3;7;0;11
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12036;Canet,lo,Roig;6;18;16;0;18;11;5;22;8;31;3;69
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12112;Todolella;0;1;0;1;1;3;2;1;0;2;1;6
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12038;Castellfort;2;1;0;0;2;0;0;1;0;3;1;5
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12120;Torre,d'en,Doménec,,la;1;2;2;0;1;1;2;1;0;3;1;7
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12046;Cirat;1;9;6;0;0;2;4;0;5;9;0;18
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12124;Vall,d'Alba;13;57;62;8;73;43;27;62;26;125;16;256
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12053;Chilches/Xilxes;16;92;71;11;71;37;18;32;40;199;9;298
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12125;Vall,de,Almonacid;0;6;11;1;7;0;3;1;1;20;0;25
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12056;Chóvar;7;4;5;2;6;3;1;3;2;20;1;27
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12130;Villahermosa,del,Río;0;2;9;1;4;2;3;2;2;11;0;18
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12057;Eslida;9;19;15;5;13;9;7;6;8;44;5;70
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12131;Villamalur;0;0;1;0;0;0;0;0;0;1;0;1
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12064;Fuentes,de,Ayódar;3;3;3;0;1;0;1;2;3;4;0;10
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12133;Villanueva,de,Viver;0;1;1;0;0;1;0;0;0;3;0;3
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12074;Llosa,,la;4;25;11;9;22;10;11;6;7;57;0;81
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12136;Vilavella,,la;5;19;19;4;54;21;8;15;8;91;0;122
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12075;Mata,de,Morella,,la;0;3;1;0;3;2;2;0;3;4;0;9
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12137;Villores;0;0;0;0;0;0;0;0;0;0;0;0
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12076;Matet;0;1;9;0;4;4;0;3;1;14;0;18
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12138;Vinaròs;111;587;712;111;823;666;181;329;316;2066;118;3010
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12077;Moncofa;26;146;104;12;149;62;29;45;66;349;10;499
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12139;Vistabella,del,Maestrazgo;0;5;4;0;9;5;5;2;3;12;1;23
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12079;Montanejos;0;3;2;0;8;6;2;4;2;10;1;19
201501;2015;Enero;10;Comunitat,Valenciana;12;Castellón/Castelló;12141;Zorita,del,Maestrazgo;0;1;0;0;0;1;0;0;1;1;0;2
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12081;Navajas;1;23;19;2;21;15;0;11;12;56;2;81
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12002;Aín;0;4;2;0;3;1;3;1;0;6;0;10
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12083;Olocau,del,Rey;0;1;0;0;1;1;0;0;2;1;0;3
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12006;Alcudia,de,Veo;1;6;6;1;5;3;9;3;4;5;1;22
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12087;Palanques;0;0;0;0;1;0;0;0;0;1;0;1
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12009;Almazora/Almassora;124;691;560;104;885;464;102;410;385;1714;217;2828
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12088;Pavías;1;2;2;0;0;0;5;0;0;0;0;5
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12012;Altura;22;80;70;7;93;79;42;44;43;194;28;351
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12091;Portell,de,Morella;0;2;2;1;3;9;0;9;1;7;0;17
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12013;Arañuel;1;2;6;0;2;3;4;1;0;9;0;14
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12093;Pobla,de,Benifassà,,la;0;4;2;0;2;3;1;1;4;5;0;11
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12014;Ares,del,Maestrat;0;1;2;0;4;0;1;0;0;6;0;7
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12094;Pobla,Tornesa,,la;1;26;22;2;20;17;3;20;10;50;5;88
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12016;Artana;7;11;23;8;28;10;20;6;6;52;3;87
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12095;Ribesalbes;8;21;32;9;38;49;3;49;8;84;13;157
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12020;Barracas;0;6;1;0;3;1;0;0;1;10;0;11
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12099;Sant,Jordi/San,Jorge;3;19;19;2;19;14;6;7;13;49;1;76
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12034;Càlig;9;31;48;8;38;35;23;21;17;102;6;169
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12104;Segorbe;40;244;178;38;294;174;36;158;109;607;58;968
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12036;Canet,lo,Roig;2;13;18;1;15;12;8;18;8;26;1;61
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12106;Soneja;13;30;40;5;39;32;11;26;19;93;10;159
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12039;Castellnovo;2;20;20;1;23;23;6;9;11;62;1;89
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12107;Sot,de,Ferrer;0;12;11;3;10;8;6;2;5;29;2;44
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12042;Catí;1;3;1;0;6;6;2;5;0;9;1;17
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12109;Tales;4;26;32;3;40;15;2;39;14;64;1;120
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12044;Cervera,del,Maestre;0;6;12;1;8;8;6;2;5;22;0;35
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12110;Teresa;2;3;7;1;1;0;4;0;2;7;1;14
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12053;Chilches/Xilxes;12;61;42;8;40;33;12;16;21;143;4;196
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12111;Tírig;1;4;6;0;3;3;0;2;4;11;0;17
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12055;Chodos/Xodos;0;0;2;1;0;0;1;1;0;0;1;3
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12121;Traiguera;5;32;34;2;23;17;14;25;30;40;4;113
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12056;Chóvar;2;6;4;0;5;4;1;0;0;20;0;21
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12133;Villanueva,de,Viver;0;1;1;0;1;2;0;1;1;3;0;5
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12057;Eslida;4;15;12;1;11;9;9;5;7;29;2;52
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12135;Vila-real;335;1439;1246;295;1855;1151;223;1243;731;3542;582;6321
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12058;Espadilla;2;1;0;1;4;1;4;1;0;4;0;9
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12138;Vinaròs;129;768;741;112;774;557;209;432;474;1830;136;3081
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12070;Jana,,la;1;15;15;4;11;6;9;8;11;18;6;52
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12139;Vistabella,del,Maestrazgo;0;9;7;0;7;3;9;3;2;10;2;26
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12072;Lucena,del,Cid;1;22;32;2;32;21;2;52;9;44;3;110
201308;2013;Agosto;10;Comunitat,Valenciana;12;Castellón/Castelló;12141;Zorita,del,Maestrazgo;0;2;1;0;0;1;0;1;2;1;0;4
201502;2015;Febrero;10;Comunitat,Valenciana;12;Castellón/Castelló;12073;Ludiente;0;3;3;2;6;1;6;0;1;8;0;15
201309;2013;Septiembre;10;Comunitat,Valenciana;12;Castellón/Castelló;12005;Alcora,,l';69;229;206;56;380;240;82;388;91;542;77;1180
